id,label,heuristicLabel,processType,stepCount,communities,entryPointId,terminalId
"proc_96_update","Update → RsbtRolePermission","Update → RsbtRolePermission","intra_community",3,"['comm_27']","Method:backend/src/main/java/com/freqmanage/module/system/controller/RoleController.java:RoleController.update#2","Class:backend/src/main/java/com/freqmanage/module/system/entity/RsbtRolePermission.java:RsbtRolePermission"
"proc_97_delete","Delete → BizException","Delete → BizException","intra_community",3,"['comm_1']","Method:backend/src/main/java/com/freqmanage/module/system/controller/RoleController.java:RoleController.delete#1","Constructor:backend/src/main/java/com/freqmanage/common/BizException.java:BizException.BizException#2"
"proc_98_update","Update → BizException","Update → BizException","intra_community",3,"['comm_1']","Method:backend/src/main/java/com/freqmanage/module/system/controller/UserController.java:UserController.update#2","Constructor:backend/src/main/java/com/freqmanage/common/BizException.java:BizException.BizException#2"
"proc_99_systemmanagement","SystemManagement → LoadData","SystemManagement → LoadData","cross_community",3,"['comm_55','comm_56']","Function:frontend/src/app/components/SystemManagement.tsx:SystemManagement","Function:frontend/src/app/components/SystemManagement.tsx:loadData"
"proc_100_sidebar","Sidebar → SheetPortal","Sidebar → SheetPortal","intra_community",3,"['comm_62']","Function:frontend/src/app/components/ui/sidebar.tsx:Sidebar","Function:frontend/src/app/components/ui/sheet.tsx:SheetPortal"
"proc_101_commanddialog","CommandDialog → Cn","CommandDialog → Cn","cross_community",3,"['comm_60','comm_40']","Function:frontend/src/app/components/ui/command.tsx:CommandDialog","Function:frontend/src/app/components/ui/utils.ts:cn"
"proc_102_stationstats","StationStats → Request","StationStats → Request","intra_community",3,"['comm_35']","Function:frontend/src/app/components/StationStats.tsx:StationStats","Function:frontend/src/app/api/request.ts:request"
"proc_103_sidebarmenubutton","SidebarMenuButton → TooltipProvider","SidebarMenuButton → TooltipProvider","cross_community",3,"['comm_63','comm_39']","Function:frontend/src/app/components/ui/sidebar.tsx:SidebarMenuButton","Function:frontend/src/app/components/ui/tooltip.tsx:TooltipProvider"
"proc_104_getbyid","GetById → BizException","GetById → BizException","intra_community",3,"['comm_5']","Method:backend/src/main/java/com/freqmanage/module/permit/controller/PermitController.java:PermitController.getById#1","Constructor:backend/src/main/java/com/freqmanage/common/BizException.java:BizException.BizException#2"
"proc_105_getdetail","GetDetail → BizException","GetDetail → BizException","intra_community",3,"['comm_6']","Method:backend/src/main/java/com/freqmanage/module/permit/controller/PermitController.java:PermitController.getDetail#1","Constructor:backend/src/main/java/com/freqmanage/common/BizException.java:BizException.BizException#2"
"proc_106_getdetail","GetDetail → PermitDetailVO","GetDetail → PermitDetailVO","intra_community",3,"['comm_6']","Method:backend/src/main/java/com/freqmanage/module/permit/controller/PermitController.java:PermitController.getDetail#1","Class:backend/src/main/java/com/freqmanage/module/permit/vo/PermitDetailVO.java:PermitDetailVO"
"proc_107_getbyid","GetById → BizException","GetById → BizException","intra_community",3,"['comm_11']","Method:backend/src/main/java/com/freqmanage/module/planning/controller/PlanningController.java:PlanningController.getById#1","Constructor:backend/src/main/java/com/freqmanage/common/BizException.java:BizException.BizException#2"
"proc_108_getbyid","GetById → BizException","GetById → BizException","intra_community",3,"['comm_13']","Method:backend/src/main/java/com/freqmanage/module/station/controller/StationController.java:StationController.getById#1","Constructor:backend/src/main/java/com/freqmanage/common/BizException.java:BizException.BizException#2"
"proc_109_getstats","GetStats → StationStatsVO","GetStats → StationStatsVO","intra_community",3,"['comm_0']","Method:backend/src/main/java/com/freqmanage/module/station/controller/StationController.java:StationController.getStats#0","Class:backend/src/main/java/com/freqmanage/module/station/vo/StationStatsVO.java:StationStatsVO"
"proc_110_getbyid","GetById → BizException","GetById → BizException","intra_community",3,"['comm_24']","Method:backend/src/main/java/com/freqmanage/module/system/controller/OrganizationController.java:OrganizationController.getById#1","Constructor:backend/src/main/java/com/freqmanage/common/BizException.java:BizException.BizException#2"
"proc_111_getbyid","GetById → BizException","GetById → BizException","intra_community",3,"['comm_26']","Method:backend/src/main/java/com/freqmanage/module/system/controller/RoleController.java:RoleController.getById#1","Constructor:backend/src/main/java/com/freqmanage/common/BizException.java:BizException.BizException#2"
"proc_112_getbyid","GetById → BizException","GetById → BizException","intra_community",3,"['comm_29']","Method:backend/src/main/java/com/freqmanage/module/system/controller/UserController.java:UserController.getById#1","Constructor:backend/src/main/java/com/freqmanage/common/BizException.java:BizException.BizException#2"
"proc_113_records","Records → ComputeStatus","Records → ComputeStatus","intra_community",3,"['comm_53']","Function:frontend/src/app/components/LicenseAnalysis.tsx:records","Function:frontend/src/app/components/LicenseAnalysis.tsx:computeStatus"
"proc_114_sidebartrigger","SidebarTrigger → Cn","SidebarTrigger → Cn","cross_community",3,"['comm_64','comm_57','comm_40']","Function:frontend/src/app/components/ui/sidebar.tsx:SidebarTrigger","Function:frontend/src/app/components/ui/utils.ts:cn"
"proc_115_sidebartrigger","SidebarTrigger → SetOpen","SidebarTrigger → SetOpen","intra_community",3,"['comm_64']","Function:frontend/src/app/components/ui/sidebar.tsx:SidebarTrigger","Function:frontend/src/app/components/ui/sidebar.tsx:setOpen"
"proc_116_alertdialogcontent","AlertDialogContent → Cn","AlertDialogContent → Cn","intra_community",3,"['comm_40']","Function:frontend/src/app/components/ui/alert-dialog.tsx:AlertDialogContent","Function:frontend/src/app/components/ui/utils.ts:cn"
"proc_117_carouselprevious","CarouselPrevious → Cn","CarouselPrevious → Cn","cross_community",3,"['comm_57','comm_40']","Function:frontend/src/app/components/ui/carousel.tsx:CarouselPrevious","Function:frontend/src/app/components/ui/utils.ts:cn"
"proc_118_carouselnext","CarouselNext → Cn","CarouselNext → Cn","cross_community",3,"['comm_57','comm_40']","Function:frontend/src/app/components/ui/carousel.tsx:CarouselNext","Function:frontend/src/app/components/ui/utils.ts:cn"
"proc_119_drawercontent","DrawerContent → Cn","DrawerContent → Cn","intra_community",3,"['comm_40']","Function:frontend/src/app/components/ui/drawer.tsx:DrawerContent","Function:frontend/src/app/components/ui/utils.ts:cn"
"proc_120_formlabel","FormLabel → Cn","FormLabel → Cn","cross_community",3,"['comm_61','comm_40']","Function:frontend/src/app/components/ui/form.tsx:FormLabel","Function:frontend/src/app/components/ui/utils.ts:cn"
"proc_121_selectcontent","SelectContent → Cn","SelectContent → Cn","intra_community",3,"['comm_40']","Function:frontend/src/app/components/ui/select.tsx:SelectContent","Function:frontend/src/app/components/ui/utils.ts:cn"
"proc_122_dofilterinternal","DoFilterInternal → GetByUsernameEntity","DoFilterInternal → GetByUsernameEntity","cross_community",3,"['comm_28','comm_4']","Method:backend/src/main/java/com/freqmanage/security/JwtFilter.java:JwtFilter.doFilterInternal#3","Method:backend/src/main/java/com/freqmanage/module/system/service/UserService.java:UserService.getByUsernameEntity#1"
"proc_123_dofilterinternal","DoFilterInternal → GetPermissionsByRoleId","DoFilterInternal → GetPermissionsByRoleId","intra_community",3,"['comm_28']","Method:backend/src/main/java/com/freqmanage/security/JwtFilter.java:JwtFilter.doFilterInternal#3","Method:backend/src/main/java/com/freqmanage/module/system/service/RoleService.java:RoleService.getPermissionsByRoleId#1"
"proc_124_blocks","Blocks → DeriveStatus","Blocks → DeriveStatus","intra_community",3,"['comm_49']","Function:frontend/src/app/components/FrequencyPlanning.tsx:blocks","Function:frontend/src/app/components/FrequencyPlanning.tsx:deriveStatus"
"proc_125_blocks","Blocks → RadioservicesToColor","Blocks → RadioservicesToColor","intra_community",3,"['comm_49']","Function:frontend/src/app/components/FrequencyPlanning.tsx:blocks","Function:frontend/src/app/components/FrequencyPlanning.tsx:radioservicesToColor"
"proc_126_blocks","Blocks → ParseFrequencyToKhz","Blocks → ParseFrequencyToKhz","intra_community",3,"['comm_49']","Function:frontend/src/app/components/FrequencyPlanning.tsx:blocks","Function:frontend/src/app/components/FrequencyPlanning.tsx:parseFrequencyToKhz"
"proc_127_navigationmenu","NavigationMenu → Cn","NavigationMenu → Cn","intra_community",3,"['comm_40']","Function:frontend/src/app/components/ui/navigation-menu.tsx:NavigationMenu","Function:frontend/src/app/components/ui/utils.ts:cn"
"proc_128_scrollarea","ScrollArea → Cn","ScrollArea → Cn","intra_community",3,"['comm_40']","Function:frontend/src/app/components/ui/scroll-area.tsx:ScrollArea","Function:frontend/src/app/components/ui/utils.ts:cn"
"proc_129_sidebarinput","SidebarInput → Cn","SidebarInput → Cn","intra_community",3,"['comm_40']","Function:frontend/src/app/components/ui/sidebar.tsx:SidebarInput","Function:frontend/src/app/components/ui/utils.ts:cn"
"proc_130_sidebarseparator","SidebarSeparator → Cn","SidebarSeparator → Cn","intra_community",3,"['comm_40']","Function:frontend/src/app/components/ui/sidebar.tsx:SidebarSeparator","Function:frontend/src/app/components/ui/utils.ts:cn"
"proc_131_sidebarmenuskeleton","SidebarMenuSkeleton → Cn","SidebarMenuSkeleton → Cn","intra_community",3,"['comm_40']","Function:frontend/src/app/components/ui/sidebar.tsx:SidebarMenuSkeleton","Function:frontend/src/app/components/ui/utils.ts:cn"
"proc_132_dialogcontent","DialogContent → Cn","DialogContent → Cn","cross_community",3,"['comm_60','comm_40']","Function:frontend/src/app/components/ui/dialog.tsx:DialogContent","Function:frontend/src/app/components/ui/utils.ts:cn"
"proc_133_handlekeydown","HandleKeyDown → SetOpen","HandleKeyDown → SetOpen","intra_community",3,"['comm_64']","Function:frontend/src/app/components/ui/sidebar.tsx:handleKeyDown","Function:frontend/src/app/components/ui/sidebar.tsx:setOpen"
